OrderID,PurchaseDate,CustomerType,Region,ProductColor,ProcessingDays,PaymentMethod,LoyaltyMember,StoreBranch,EmployeeName
ORD103991,2023-12-03,Individual,South,Blue,21,DebitCard,Yes,A,Jordan
ORD103992,2023-03-15,corporate,West,Red,6,Cash,No,B,Taylor
ORD103993,2023-06-02,Individual,West,Green,5,Cash,Yes,C,Casey
ORD103994,2023-03-25,INDIVIDUAL,West,Red,16,Paypal,Yes,B,Taylor
ORD103995,2023-12-03,INDIVIDUAL,East,Green,16,DebitCard,No,B,Jamie
ORD103996,2023-07-11,individual,West,Blue,20,DebitCard,No,A,Jordan
ORD103997,2023-04-21,individual,East,,8,DebitCard,Yes,B,Riley
ORD103998,2023-07-28,Corporate,South,Blue,20,CreditCard,Yes,C,Casey
ORD103999,2023-11-02,Individual,East,White,13,Cash,No,C,Morgan
ORD104000,2023-01-10,Corporate,West,White,14,DebitCard,Yes,D,Casey
ORD104001,2023-10-27,corporate,South,Green,17,Cash,No,C,Riley
ORD104002,2023-02-16,corporate,N,Black,15,Paypal,No,D,Jamie
ORD104003,2023-03-21,Individual,East,Green,4,Paypal,No,C,Taylor
ORD104004,2023-04-25,Individual,West,Yellow,16,CreditCard,Yes,B,Jamie
ORD104005,2023-08-23,individual,N,Red,12,CreditCard,No,D,Alex
ORD104006,2023-07-06,individual,East,Red,15,Paypal,No,C,Jordan
ORD104007,2023-05-08,INDIVIDUAL,East,Yellow,10,DebitCard,No,B,Morgan
ORD104008,2023-01-05,Corporate,West,Green,16,Paypal,Yes,B,Taylor
ORD104009,2023-04-04,Individual,West,Yellow,17,Cash,Yes,D,Jamie
ORD104010,2023-10-10,Individual,north,Red,7,CreditCard,No,A,Morgan
ORD104011,2023-05-17,individual,norte,Red,3,CreditCard,No,B,Jordan
ORD104012,2023-10-19,Corporate,N,Blue,13,Paypal,No,B,Riley
ORD104013,2023-08-20,Individual,East,Blue,7,DebitCard,No,A,Morgan
ORD104014,2023-07-27,Corporate,norte,Red,14,DebitCard,No,D,Jordan
ORD104015,2023-12-27,individual,N,Blue,10,Cash,No,C,Jordan
ORD104016,2023-01-31,corporate,North,Blue,16,CreditCard,No,C,Jordan
ORD104017,2023-05-08,corporate,South,Black,20,Paypal,No,B,Jamie
ORD104018,2023-11-09,individual,West,Blue,19,Paypal,No,A,Riley
ORD104019,2023-07-12,Individual,West,Yellow,10,CreditCard,Yes,B,Jordan
ORD104020,2023-11-29,INDIVIDUAL,South,Red,15,Paypal,Yes,D,Morgan
ORD104021,2023-08-18,individual,East,White,19,CreditCard,No,B,Riley
ORD104022,2023-01-01,Corporate,South,Green,4,DebitCard,No,C,Alex
ORD104023,2023-03-09,corporate,West,Red,7,DebitCard,No,A,Morgan
ORD104024,2023-05-31,Corporate,East,Green,224,Paypal,No,D,Jamie
ORD104025,2023-05-05,corporate,West,Red,19,DebitCard,No,B,Jordan
ORD104026,2023-07-12,individual,norte,Yellow,21,DebitCard,No,C,Avery
ORD104027,2023-06-12,Individual,West,Blue,3,Cash,No,B,Riley
ORD104028,2023-03-10,Corporate,East,,5,CreditCard,Yes,C,Alex
ORD104029,2023-12-20,individual,West,Green,5,CreditCard,No,A,Jamie
ORD104030,2023-06-07,Corporate,South,Red,6,Paypal,No,D,Taylor
ORD104031,2023-01-22,individual,north,Black,10,CreditCard,No,B,Taylor
ORD104032,2023-06-30,Individual,South,Red,8,Cash,Yes,D,Avery
ORD104033,2023-07-01,CORPORATE,South,White,126,Paypal,Yes,A,Avery
ORD104034,2023-04-24,Individual,South,Green,6,Paypal,No,C,Taylor
ORD104035,2023-12-24,CORPORATE,North,Black,18,CreditCard,No,A,Alex
ORD104036,2023-08-06,CORPORATE,North,Blue,3,DebitCard,No,A,Riley
ORD104037,2023-05-11,corporate,South,White,10,DebitCard,No,D,Morgan
ORD104038,2023-09-14,Corporate,norte,Black,11,DebitCard,No,A,Alex
ORD104039,2023-02-10,Corporate,East,Red,19,DebitCard,No,B,Avery
ORD104040,2023-12-25,corporate,north,Blue,13,Cash,Yes,C,Riley
ORD104041,2023-09-30,individual,West,Red,3,Paypal,No,A,Alex
ORD104042,2023-08-14,INDIVIDUAL,East,,14,DebitCard,No,B,Riley
ORD104043,2023-07-08,Corporate,South,Red,11,Cash,No,C,Alex
ORD104044,2023-05-23,INDIVIDUAL,South,Green,18,Paypal,No,D,Taylor
ORD104045,2023-12-14,INDIVIDUAL,West,Blue,6,CreditCard,No,C,Casey
ORD104046,2023-01-09,individual,West,Red,16,CreditCard,No,D,Riley
ORD104047,2023-05-05,Corporate,East,Yellow,4,Cash,Yes,C,Riley
ORD104048,2023-07-24,corporate,East,White,12,Paypal,No,A,Riley
ORD104049,2023-12-26,Individual,South,Green,21,DebitCard,Yes,D,Morgan
ORD104050,2023-05-20,CORPORATE,West,Black,5,Paypal,Yes,D,Casey
ORD104051,2023-09-19,Corporate,North,Green,18,DebitCard,No,D,Casey
ORD104052,2023-10-07,corporate,West,Blue,5,Cash,Yes,A,Alex
ORD104053,2023-03-17,Corporate,N,Red,7,DebitCard,No,A,Morgan
ORD104054,2023-03-02,corporate,East,Yellow,20,Cash,No,C,Casey
ORD104055,2023-06-30,Individual,West,White,20,Paypal,No,C,Jordan
ORD104056,2023-10-19,corporate,East,White,20,Paypal,No,A,Alex
ORD104057,2023-08-20,Individual,West,Red,3,DebitCard,No,A,Alex
ORD104058,2023-09-13,corporate,North,Red,17,Paypal,No,D,Alex
ORD104059,2023-05-08,CORPORATE,East,Blue,7,DebitCard,No,C,Jordan
ORD104060,2023-09-23,individual,West,White,5,Paypal,Yes,C,Avery
ORD104061,2023-07-09,Individual,West,White,16,CreditCard,No,D,Jordan
ORD104062,2023-05-22,corporate,East,Black,6,DebitCard,No,D,Taylor
ORD104063,2023-12-31,individual,north,Red,13,Cash,No,D,Avery
ORD104064,2023-07-24,corporate,South,Green,15,CreditCard,No,B,Jamie
ORD104065,2023-07-30,Individual,norte,Green,11,Cash,No,B,Morgan
ORD104066,2023-03-19,Individual,West,Red,20,Paypal,No,A,Jamie
ORD104067,2023-04-12,CORPORATE,norte,Green,10,CreditCard,No,C,Alex
ORD104068,2023-03-07,Corporate,East,Blue,21,Paypal,No,D,Casey
ORD104069,2023-04-29,corporate,West,Blue,20,DebitCard,Yes,D,Alex
ORD104070,2023-08-08,individual,East,White,19,Cash,No,C,Casey
ORD104071,2023-01-20,Corporate,North,Black,12,Paypal,Yes,B,Taylor
ORD104072,2023-07-15,Corporate,north,Green,5,Cash,No,C,Riley
ORD104073,2023-07-26,Corporate,West,Green,21,Cash,No,A,Jamie
ORD104074,2023-08-26,Corporate,South,Red,13,Paypal,Yes,B,Riley
ORD104075,2023-11-06,Corporate,East,Black,4,DebitCard,No,C,Riley
ORD104076,2023-11-16,INDIVIDUAL,East,Black,7,Cash,No,C,Alex
ORD104077,2023-09-28,individual,South,Black,8,Paypal,No,A,Jamie
ORD104078,2023-07-28,corporate,South,Black,18,DebitCard,Yes,C,Avery
ORD104079,2023-05-26,Individual,East,Blue,148,Paypal,No,B,Avery
ORD104080,2023-10-27,Corporate,South,Red,15,DebitCard,No,D,Taylor
ORD104081,2023-02-07,Individual,East,Green,4,Cash,No,D,Jamie
ORD104082,2023-03-08,Corporate,norte,Red,5,CreditCard,No,D,Casey
ORD104083,2023-07-10,corporate,N,Black,16,Paypal,No,B,Morgan
ORD104084,2023-10-25,Individual,West,Red,4,Cash,No,C,Riley
ORD104085,2023-06-08,Individual,South,Blue,20,Paypal,No,C,Avery
ORD104086,2023-10-18,Individual,N,Red,20,Paypal,Yes,C,Taylor
ORD104087,2023-09-06,Corporate,North,,9,DebitCard,Yes,C,Jamie
ORD104088,2023-12-08,corporate,West,Red,10,Paypal,Yes,D,Alex
ORD104089,2023-03-31,Individual,East,Yellow,7,DebitCard,No,B,Jordan
ORD104090,2023-03-11,Corporate,West,Green,21,Cash,No,A,Jordan
ORD104091,2023-01-26,individual,East,Blue,14,Paypal,No,B,Taylor
ORD104092,2023-05-12,INDIVIDUAL,West,Green,15,Cash,No,C,Avery
ORD104093,2023-04-06,CORPORATE,West,Black,4,CreditCard,No,C,Jordan
ORD104094,2023-11-06,individual,South,Green,21,Cash,No,B,Avery
ORD104095,2023-09-26,INDIVIDUAL,East,White,7,Paypal,Yes,B,Morgan
ORD104096,2023-07-18,Individual,West,Red,21,CreditCard,Yes,D,Taylor
ORD104097,2023-04-05,Individual,West,Blue,4,DebitCard,No,C,Alex
ORD104098,2023-03-26,individual,West,White,15,CreditCard,No,B,Alex
ORD104099,2023-07-30,Individual,north,Red,162,Paypal,No,C,Taylor
ORD104100,2023-10-16,Corporate,East,Yellow,20,Paypal,No,B,Jordan
ORD104101,2023-11-14,INDIVIDUAL,East,Black,16,Cash,No,C,Jordan
ORD104102,2023-03-07,Corporate,South,Red,4,DebitCard,No,B,Alex
ORD104103,2023-01-06,Individual,norte,Black,16,Paypal,No,C,Morgan
ORD104104,2023-07-16,individual,South,Blue,3,Paypal,Yes,A,Casey
ORD104105,2023-08-02,Corporate,North,Red,12,DebitCard,No,D,Jordan
ORD104106,2023-07-23,CORPORATE,South,Blue,14,DebitCard,No,A,Morgan
ORD104107,2023-02-07,Individual,East,Black,17,Cash,No,D,Riley
ORD104108,2023-08-21,corporate,West,Red,3,CreditCard,Yes,D,Jordan
ORD104109,2023-10-19,Corporate,West,Black,12,DebitCard,No,B,Casey
ORD104110,2023-10-26,Corporate,South,White,10,Paypal,No,A,Taylor
ORD104111,2023-07-28,Corporate,East,Green,19,DebitCard,No,D,Jamie
ORD104112,2023-04-01,Individual,East,Green,3,Paypal,Yes,C,Alex
ORD104113,2023-04-07,Individual,East,Green,10,Cash,Yes,B,Taylor
ORD104114,2023-06-26,Corporate,West,Red,14,CreditCard,No,B,Jordan
ORD104115,2023-07-13,individual,South,Green,15,Cash,No,C,Casey
ORD104116,2023-11-09,CORPORATE,East,Yellow,7,DebitCard,Yes,C,Alex
ORD104117,2023-10-30,INDIVIDUAL,South,,8,Paypal,No,D,Jamie
ORD104118,2023-11-04,Individual,South,White,13,DebitCard,Yes,C,Jamie
ORD104119,2023-12-03,Corporate,norte,White,4,DebitCard,No,B,Casey
ORD104120,2023-03-21,individual,East,White,13,DebitCard,No,C,Casey
ORD104121,2023-10-29,Corporate,South,Green,14,DebitCard,No,A,Jordan
ORD104122,2023-11-05,Corporate,East,Yellow,4,CreditCard,No,B,Alex
ORD104123,2023-10-08,CORPORATE,norte,White,-1,Paypal,No,C,Riley
ORD104124,2023-05-07,corporate,N,Red,8,DebitCard,No,B,Riley
ORD104125,2023-04-21,Corporate,West,,7,Paypal,No,D,Avery
ORD104126,2023-06-14,Corporate,north,Green,17,CreditCard,No,A,Jordan
ORD104127,2023-10-11,CORPORATE,South,Yellow,18,Paypal,No,D,Jamie
ORD104128,2023-09-02,individual,South,Black,18,Paypal,No,A,Taylor
ORD104129,2023-07-24,Individual,East,White,7,CreditCard,Yes,C,Taylor
ORD104130,2023-10-12,individual,South,Red,5,DebitCard,Yes,B,Morgan
ORD104131,2023-09-21,Individual,N,Black,6,Paypal,No,C,Jamie
ORD104132,2023-08-26,Corporate,East,Green,11,Cash,No,D,Riley
ORD104133,2023-12-30,Corporate,South,Red,6,Paypal,Yes,B,Riley
ORD104134,2023-09-11,Corporate,East,Black,19,DebitCard,No,C,Jamie
ORD104135,2023-08-19,Individual,East,Yellow,11,Cash,No,C,Jordan
ORD104136,2023-11-09,Corporate,South,Yellow,19,DebitCard,No,B,Morgan
ORD104137,2023-04-06,individual,South,Red,4,Paypal,Yes,B,Avery
ORD104138,2023-07-10,Corporate,norte,Green,1,CreditCard,No,D,Casey
ORD104139,2023-08-11,Corporate,norte,Yellow,18,DebitCard,No,A,Morgan
ORD104140,2023-01-07,individual,South,Green,15,DebitCard,No,A,Alex
ORD104141,2023-06-04,Individual,N,Blue,18,CreditCard,Yes,B,Jordan
ORD104142,2023-03-04,Individual,West,,87,Paypal,No,A,Casey
ORD104143,2023-05-07,corporate,norte,Green,5,DebitCard,No,D,Casey
ORD104144,2023-05-11,CORPORATE,South,Black,14,Paypal,No,A,Riley
ORD104145,2023-09-26,Corporate,South,Green,3,Paypal,No,B,Taylor
ORD104146,2023-03-30,Individual,N,Red,11,Paypal,No,D,Alex
ORD104147,2023-01-26,INDIVIDUAL,South,Green,16,CreditCard,No,B,Morgan
ORD104148,2023-09-25,Corporate,East,Green,8,Paypal,Yes,D,Taylor
ORD104149,2023-05-09,corporate,West,Green,16,Paypal,No,D,Jamie
ORD104150,2023-11-08,Individual,North,Green,6,Cash,Yes,B,Jordan
ORD104151,2023-05-07,Individual,East,Green,4,Cash,Yes,C,Avery
ORD104152,2023-02-18,Corporate,West,Blue,11,Cash,No,B,Morgan
ORD104153,2023-06-17,individual,East,Green,18,DebitCard,No,D,Jamie
ORD104154,2023-04-13,individual,N,Blue,16,DebitCard,No,B,Casey
ORD104155,2023-11-05,Individual,South,Blue,21,Cash,No,B,Riley
ORD104156,2023-09-28,Corporate,East,White,20,CreditCard,No,D,Morgan
ORD104157,2023-04-08,corporate,East,Yellow,20,CreditCard,Yes,A,Taylor
ORD104158,2023-11-03,CORPORATE,South,Yellow,8,Cash,Yes,D,Alex
ORD104159,2023-02-13,Corporate,West,Green,11,DebitCard,Yes,B,Taylor
ORD104160,2023-03-21,Corporate,norte,White,8,DebitCard,No,D,Jordan
ORD104161,2023-03-06,Individual,N,Yellow,6,CreditCard,Yes,D,Riley
ORD104162,2023-07-26,Corporate,West,Black,10,Paypal,No,A,Jordan
ORD104163,2023-01-06,individual,East,Red,11,CreditCard,No,C,Morgan
ORD104164,2023-01-16,Corporate,South,,11,Paypal,Yes,B,Taylor
ORD104165,2023-01-03,individual,East,Black,16,DebitCard,Yes,B,Alex
ORD104166,2023-02-04,individual,South,White,14,DebitCard,No,A,Casey
ORD104167,2023-05-29,Individual,North,Blue,17,Cash,No,D,Jordan
ORD104168,2023-06-02,individual,West,Red,7,DebitCard,No,C,Alex
ORD104169,2023-01-26,Individual,South,Red,5,Paypal,No,B,Jamie
ORD104170,2023-12-01,Individual,north,Red,9,CreditCard,No,C,Morgan
ORD104171,2023-12-04,CORPORATE,norte,White,17,Cash,Yes,C,Alex
ORD104172,2023-12-24,INDIVIDUAL,norte,Blue,20,Paypal,No,D,Morgan
ORD104173,2023-08-27,Corporate,North,Blue,18,CreditCard,No,D,Jamie
ORD104174,2023-07-24,corporate,West,Red,5,CreditCard,No,D,Alex
ORD104175,2023-03-17,CORPORATE,West,Blue,15,CreditCard,No,B,Riley
ORD104176,2023-11-12,Corporate,norte,Red,10,DebitCard,No,C,Alex
ORD104177,2023-02-04,corporate,North,Black,8,CreditCard,No,C,Casey
ORD104178,2023-06-06,individual,West,Yellow,3,DebitCard,Yes,B,Jamie
ORD104179,2023-11-30,individual,South,Blue,20,CreditCard,No,A,Avery
ORD104180,2023-12-05,INDIVIDUAL,West,Green,8,CreditCard,No,D,Riley
ORD104181,2023-04-27,Corporate,South,Green,18,DebitCard,No,B,Riley
ORD104182,2023-01-18,Corporate,West,Blue,3,DebitCard,Yes,D,Taylor
ORD104183,2023-05-26,individual,South,Yellow,4,Paypal,No,C,Avery
ORD104184,2023-10-16,Individual,North,Black,5,CreditCard,Yes,B,Alex
ORD104185,2023-02-06,Corporate,North,Black,15,DebitCard,Yes,A,Casey
ORD104186,2023-04-22,Individual,East,Black,4,Paypal,Yes,D,Alex
ORD104187,2023-06-03,Corporate,East,Blue,9,Paypal,No,C,Casey
ORD104188,2023-03-02,Corporate,West,White,10,DebitCard,No,C,Riley
ORD104189,2023-01-09,Corporate,West,Black,20,CreditCard,No,A,Jordan
ORD104190,2023-04-15,corporate,West,White,7,Paypal,No,A,Riley
ORD104191,2023-09-22,corporate,north,Blue,10,CreditCard,Yes,D,Taylor
ORD104192,2023-10-22,INDIVIDUAL,East,White,10,CreditCard,No,C,Alex
ORD104193,2023-09-11,Corporate,norte,Black,3,Paypal,Yes,A,Avery
ORD104194,2023-06-14,Corporate,South,White,6,DebitCard,No,B,Jamie
ORD104195,2023-03-19,Individual,West,Blue,15,CreditCard,No,A,Morgan
ORD104196,2023-11-22,Individual,South,Black,19,Cash,No,B,Jamie
ORD104197,2023-10-06,individual,East,White,5,DebitCard,No,C,Taylor
ORD104198,2023-08-29,INDIVIDUAL,South,Yellow,14,Paypal,No,D,Jordan
ORD104199,2023-03-09,Corporate,West,Yellow,164,Cash,Yes,C,Jordan
ORD104200,2023-01-17,corporate,South,White,14,CreditCard,No,C,Jordan
ORD104201,2023-10-30,Individual,South,Green,16,DebitCard,Yes,C,Casey
ORD104202,2023-11-10,Individual,north,Yellow,20,Cash,Yes,C,Jamie
ORD104203,2023-10-04,CORPORATE,South,Green,20,DebitCard,No,D,Avery
ORD104204,2023-08-11,Individual,West,White,5,CreditCard,No,A,Morgan
ORD104205,2023-11-26,INDIVIDUAL,East,Blue,9,DebitCard,Yes,D,Riley
ORD104206,2023-06-17,Corporate,East,Green,20,Cash,No,D,Riley
ORD104207,2023-12-10,Corporate,West,Yellow,13,DebitCard,No,D,Morgan
ORD104208,2023-07-16,Individual,norte,Black,6,Paypal,No,D,Riley
ORD104209,2023-06-02,Individual,West,Yellow,17,Paypal,No,A,Casey
ORD104210,2023-03-23,Individual,West,White,19,Cash,No,C,Alex
ORD104211,2023-12-08,Corporate,South,White,20,DebitCard,No,A,Casey
ORD104212,2023-12-24,Corporate,South,Blue,21,Cash,No,A,Morgan
ORD104213,2023-03-11,Individual,West,Green,21,DebitCard,No,C,Morgan
ORD104214,2023-06-01,Corporate,norte,Blue,7,CreditCard,No,A,Avery
ORD104215,2023-01-06,corporate,East,Red,4,Paypal,No,D,Avery
ORD104216,2023-06-18,Individual,East,Green,13,CreditCard,Yes,D,Alex
ORD104217,2023-11-14,INDIVIDUAL,South,White,7,DebitCard,Yes,C,Jamie
ORD104218,2023-12-30,Corporate,north,White,6,CreditCard,Yes,C,Jamie
ORD104219,2023-11-29,individual,N,Blue,17,Cash,No,C,Taylor
ORD104220,2023-03-19,individual,West,Blue,11,Cash,Yes,D,Avery
ORD104221,2023-01-29,Corporate,north,Yellow,4,DebitCard,No,C,Jamie
ORD104222,2023-09-23,corporate,East,Green,20,Paypal,No,A,Jordan
ORD104223,2023-04-04,corporate,East,Red,15,Cash,No,A,Avery
ORD104224,2023-04-30,Corporate,South,White,8,Paypal,No,B,Avery
ORD104225,2023-06-22,Corporate,N,White,9,DebitCard,No,B,Jordan
ORD104226,2023-04-29,individual,South,Green,10,Paypal,Yes,C,Avery
ORD104227,2023-01-16,Corporate,West,White,8,DebitCard,Yes,B,Avery
ORD104228,2023-10-19,INDIVIDUAL,North,Red,10,CreditCard,No,D,Taylor
ORD104229,2023-09-06,Individual,N,Black,6,DebitCard,No,D,Morgan
ORD104230,2023-08-07,Corporate,N,Green,6,CreditCard,No,A,Avery
ORD104231,2023-08-08,Corporate,West,Blue,277,DebitCard,Yes,A,Taylor
ORD104232,2023-11-08,individual,East,White,8,Cash,Yes,B,Alex
ORD104233,2023-02-22,CORPORATE,North,Green,21,Cash,No,B,Taylor
ORD104234,2023-11-15,Individual,N,Black,8,Paypal,No,D,Taylor
ORD104235,2023-05-14,individual,East,Red,19,DebitCard,No,A,Casey
ORD104236,2023-10-14,Individual,East,Blue,21,DebitCard,No,B,Jordan
ORD104237,2023-11-14,corporate,East,Blue,9,DebitCard,No,D,Alex
ORD104238,2023-07-25,Corporate,East,Green,6,Paypal,No,A,Casey
ORD104239,2023-03-06,individual,East,Yellow,6,Cash,No,D,Alex
ORD104240,2023-10-19,Corporate,West,Red,10,DebitCard,No,D,Taylor
ORD104241,2023-10-07,individual,South,Yellow,3,Paypal,No,A,Avery
ORD104242,2023-01-18,corporate,South,Yellow,19,DebitCard,No,D,Casey
ORD104243,2023-11-29,INDIVIDUAL,South,Black,16,CreditCard,No,B,Casey
ORD104244,2023-07-09,INDIVIDUAL,north,Green,4,DebitCard,Yes,D,Alex
ORD104245,2023-07-25,CORPORATE,East,White,19,CreditCard,No,B,Alex
ORD104246,2023-10-01,individual,East,Green,20,Paypal,No,C,Jamie
ORD104247,2023-03-09,Individual,South,Green,18,Paypal,Yes,C,Riley
ORD104248,2023-01-03,Corporate,South,Blue,6,Cash,No,C,Alex
ORD104249,2023-02-13,CORPORATE,South,Red,-6,DebitCard,Yes,D,Casey
ORD104250,2023-08-31,individual,North,Blue,9,Paypal,No,C,Morgan
ORD104251,2023-12-04,Individual,South,Yellow,5,Cash,No,C,Alex
ORD104252,2023-07-06,individual,N,Red,10,DebitCard,Yes,D,Jordan
ORD104253,2023-05-06,Corporate,West,Red,12,Paypal,No,A,Jamie
ORD104254,2023-11-18,Individual,N,Black,10,CreditCard,No,D,Jordan
ORD104255,2023-01-02,Corporate,South,Red,5,Paypal,No,B,Riley
ORD104256,2023-08-18,CORPORATE,West,Red,4,CreditCard,No,D,Jordan
ORD104257,2023-11-12,INDIVIDUAL,North,Blue,11,Cash,No,A,Morgan
ORD104258,2023-07-29,individual,South,Black,20,Cash,No,C,Avery
ORD104259,2023-07-29,INDIVIDUAL,East,Blue,9,DebitCard,No,D,Jamie
ORD104260,2023-02-21,Individual,South,Green,16,DebitCard,Yes,C,Riley
ORD104261,2023-09-27,corporate,West,Green,21,DebitCard,No,B,Taylor
ORD104262,2023-08-09,INDIVIDUAL,West,Yellow,6,Cash,Yes,A,Casey
ORD104263,2023-10-20,individual,N,Yellow,9,CreditCard,No,C,Casey
ORD104264,2023-06-20,Corporate,West,Black,3,DebitCard,No,C,Alex
ORD104265,2023-09-03,INDIVIDUAL,West,Blue,15,DebitCard,Yes,C,Casey
ORD104266,2023-03-20,Corporate,South,Red,3,Cash,No,C,Morgan
ORD104267,2023-11-30,Individual,South,Red,11,CreditCard,Yes,D,Casey
ORD104268,2023-11-25,corporate,East,Blue,21,Paypal,No,A,Morgan
ORD104269,2023-05-29,CORPORATE,north,Red,5,DebitCard,No,A,Taylor
ORD104270,2023-01-04,Corporate,East,Red,4,Paypal,No,C,Avery
ORD104271,2023-06-08,CORPORATE,West,Green,15,Paypal,No,A,Morgan
ORD104272,2023-05-07,Individual,West,Yellow,5,DebitCard,No,C,Taylor
ORD104273,2023-06-07,INDIVIDUAL,West,Red,15,Cash,No,B,Taylor
ORD104274,2023-09-09,Corporate,North,Black,12,DebitCard,No,B,Taylor
ORD104275,2023-05-12,Corporate,North,Red,5,CreditCard,No,B,Morgan
ORD104276,2023-03-03,INDIVIDUAL,South,Red,10,CreditCard,No,A,Riley
ORD104277,2023-12-30,individual,South,Green,22,DebitCard,No,C,Taylor
ORD104278,2023-03-25,Individual,N,Blue,20,Paypal,No,D,Avery
ORD104279,2023-06-12,individual,West,Blue,15,CreditCard,Yes,D,Riley
ORD104280,2023-04-26,Individual,West,Green,21,CreditCard,No,B,Morgan
ORD104281,2023-02-07,Corporate,West,White,18,DebitCard,No,B,Avery
ORD104282,2023-12-03,Individual,North,Black,3,DebitCard,Yes,A,Jamie
ORD104283,2023-04-10,Individual,north,Blue,20,Cash,No,D,Avery
ORD104284,2023-09-04,Corporate,North,White,16,DebitCard,No,A,Taylor
ORD104285,2023-12-05,Corporate,East,Black,9,DebitCard,No,B,Morgan
ORD104286,2023-11-13,corporate,South,Yellow,7,CreditCard,No,C,Morgan
ORD104287,2023-06-11,Corporate,South,Black,21,CreditCard,No,C,Riley
ORD104288,2023-07-27,individual,N,Green,15,CreditCard,No,C,Morgan
ORD104289,2023-02-19,corporate,East,Red,17,Paypal,No,B,Alex
ORD104290,2023-01-07,Corporate,N,Green,19,CreditCard,No,A,Riley
ORD104291,2023-01-27,Individual,north,Green,16,CreditCard,Yes,C,Riley
ORD104292,2023-09-12,Corporate,South,Green,19,DebitCard,No,D,Alex
ORD104293,2023-09-08,CORPORATE,West,Yellow,21,Cash,No,D,Taylor
ORD104294,2023-09-11,individual,South,White,19,CreditCard,No,B,Casey
ORD104295,2023-04-11,individual,East,White,270,Cash,Yes,D,Jamie
ORD104296,2023-11-25,Individual,East,White,5,CreditCard,Yes,D,Casey
ORD104297,2023-03-28,Individual,South,Black,14,CreditCard,Yes,B,Taylor
ORD104298,2023-02-07,INDIVIDUAL,West,White,16,Cash,Yes,A,Jordan
ORD104299,2023-09-12,Corporate,N,Blue,17,DebitCard,No,C,Jordan
ORD104300,2023-06-29,Individual,West,Red,21,CreditCard,No,B,Avery
ORD104301,2023-02-01,CORPORATE,West,Green,15,Cash,No,D,Jamie
ORD104302,2023-04-26,corporate,South,White,10,CreditCard,No,C,Riley
ORD104303,2023-08-03,Corporate,East,Green,5,Paypal,No,C,Jamie
ORD104304,2023-02-14,corporate,South,Black,14,Paypal,No,C,Jamie
ORD104305,2023-10-22,Individual,East,Blue,19,Paypal,No,B,Alex
ORD104306,2023-12-06,INDIVIDUAL,East,Red,8,Paypal,No,C,Alex
ORD104307,2023-04-02,Corporate,north,Black,12,DebitCard,No,A,Jordan
ORD104308,2023-01-24,corporate,South,Blue,24,Paypal,No,D,Jamie
ORD104309,2023-03-17,corporate,South,Red,21,Cash,Yes,B,Avery
ORD104310,2023-12-22,individual,South,Red,7,CreditCard,No,B,Morgan
ORD104311,2023-06-20,CORPORATE,West,Red,17,Cash,No,C,Casey
ORD104312,2023-11-15,Individual,West,Black,19,Paypal,No,D,Jordan
ORD104313,2023-10-26,corporate,West,Red,6,DebitCard,No,C,Jamie
ORD104314,2023-11-02,CORPORATE,South,Yellow,17,Paypal,No,C,Morgan
ORD104315,2023-02-06,Individual,West,Blue,5,Paypal,Yes,B,Jamie
ORD104316,2023-10-30,Corporate,South,Black,7,DebitCard,No,A,Riley
ORD104317,2023-04-12,Individual,north,Red,15,DebitCard,Yes,D,Taylor
ORD104318,2023-09-22,INDIVIDUAL,East,Yellow,5,DebitCard,No,D,Morgan
ORD104319,2023-09-05,Corporate,South,Black,20,DebitCard,No,D,Riley
ORD104320,2023-04-10,Corporate,N,Blue,5,DebitCard,Yes,D,Casey
ORD104321,2023-04-18,CORPORATE,West,White,21,DebitCard,No,A,Taylor
ORD104322,2023-08-24,Corporate,West,Yellow,7,CreditCard,Yes,B,Riley
ORD104323,2023-01-21,INDIVIDUAL,South,Green,8,Paypal,Yes,A,Alex
ORD104324,2023-04-08,corporate,West,Blue,18,Paypal,No,C,Jordan
ORD104325,2023-06-02,CORPORATE,South,White,21,DebitCard,Yes,B,Jamie
ORD104326,2023-04-05,Individual,East,Black,4,Cash,No,A,Jordan
ORD104327,2023-05-31,CORPORATE,N,Blue,11,DebitCard,Yes,D,Casey
ORD104328,2023-06-08,Individual,South,Red,14,CreditCard,Yes,D,Jamie
ORD104329,2023-05-21,corporate,South,Black,7,Cash,No,B,Taylor
ORD104330,2023-08-18,individual,West,Yellow,20,CreditCard,No,A,Morgan
ORD104331,2023-05-27,Individual,norte,Black,12,Cash,Yes,B,Morgan
ORD104332,2023-10-09,INDIVIDUAL,norte,Green,4,Cash,No,D,Jamie
ORD104333,2023-11-08,Corporate,North,Black,19,DebitCard,No,A,Taylor
ORD104334,2023-01-01,individual,West,Red,21,CreditCard,No,D,Jamie
ORD104335,2023-05-19,Individual,West,Red,14,Cash,Yes,B,Jamie
ORD104336,2023-09-10,Corporate,North,Yellow,3,CreditCard,No,B,Avery
ORD104337,2023-08-09,CORPORATE,East,,3,DebitCard,No,B,Riley
ORD104338,2023-01-14,individual,norte,Red,4,DebitCard,Yes,B,Jamie
ORD104339,2023-08-16,Individual,north,Green,15,DebitCard,No,B,Morgan
ORD104340,2023-10-01,INDIVIDUAL,norte,Yellow,13,DebitCard,No,C,Avery
ORD104341,2023-08-01,Individual,East,Green,4,Paypal,No,B,Casey
